RefSeq IDs	Approved symbol
NG_021816	FBLIM1P2
NM_001355274	FBLL1
NM_006486	FBLN1
NM_001004019	FBLN2
	FBLN4
	FBLN5
NM_153214	FBLN7
	FBLP1
	FBN1
	FBN1-DT
NM_001999	FBN2
NM_032447	FBN3
	FBNL
NM_000507	FBP1
NM_003837	FBP2
	FBP2P1
NM_022452	FBRS
	FBRSL1
NG_028741	FBRSL1P1
NM_012157	FBXL2
	FBXL3
	FBXL4
	FBXL5
NM_024555	FBXL6
NM_012304	FBXL7
	FBXL7-AS1
	FBXL7-AS2
	FBXL8
NR_172488	FBXL9P
NM_017703	FBXL12
NG_021504	FBXL12P1
NM_145032	FBXL13
NM_152441	FBXL14
NM_024326	FBXL15
NM_153350	FBXL16
	FBXL17
	FBXL17-AS1
NM_024963	FBXL18
NM_019085	FBXL19
NR_024348	FBXL19-AS1
NM_032875	FBXL20
NR_152420	FBXL21P
NM_203373	FBXL22
NM_012168	FBXO2
NM_012175	FBXO3
NR_120550	FBXO3-DT
	FBXO4
	FBXO5
NM_018438	FBXO6
	FBXO7
NM_012180	FBXO8
	FBXO9
	FBXO10
NM_012167, NM_018693, NM_025133	FBXO11
	FBXO14
NM_152676	FBXO15
NM_172366	FBXO16
	FBXO16-AS1
NM_024907	FBXO17
	FBXO20
NM_033624	FBXO21
NM_147188	FBXO22
	FBXO22-AS1
	FBXO24
NM_012173	FBXO25
	FBXO27
NM_015176	FBXO28
	FBXO30
NM_024735	FBXO31
	FBXO32
	FBXO33
	FBXO34
	FBXO34-AS1
NM_174899	FBXO36
	FBXO36-IT1
	FBXO36P1
NM_030793	FBXO38
NR_105057	FBXO38-DT
NM_153230	FBXO39
NM_016298	FBXO40
	FBXO41
	FBXO42
NM_001029860	FBXO43
NM_183412	FBXO44
	FBXO45
NM_001329632	FBXO46
NM_001008777	FBXO47
NM_001024680	FBXO48
	FBXW1BP
	FBXW2
NM_022039	FBXW4
	FBXW4P1
NM_018998	FBXW5
	FBXW7
	FBXW7-AS1
NM_012174	FBXW8
NM_032301	FBXW9
NM_031456	FBXW10
NM_006382	FBXW10B
	FBXW10P1
NM_012300	FBXW11
NG_000930	FBXW11P1
NM_207102	FBXW12
NM_032029	FCAMR
NM_002000	FCAR
NM_002001	FCER1A
	FCER1B
NM_004106	FCER1G
NM_002002	FCER2
NM_015962	FCF1
	FCF1P1
	FCF1P2
	FCF1P3
	FCF1P4
	FCF1P5
	FCF1P6
	FCF1P7
	FCF1P8
	FCF1P9
	FCF1P10
	FCF1P11
NM_003890	FCGBP
NM_000566	FCGR1A
NR_045213	FCGR1BP
NR_027484	FCGR1CP
NM_021642	FCGR2A
	FCGR2A1
NM_004001	FCGR2B
NM_201563	FCGR2C
NM_000569	FCGR3A
NM_000570	FCGR3B
	FCGRT
NM_015122	FCHO1
	FCHO1-AS1
NM_138782	FCHO2
	FCHO2-DT
NM_033449	FCHSD1
NM_014824	FCHSD2
NM_005449	FCMR
	FCMTE1
	FCMTE2
	FCMTE3
NM_002003	FCN1
NM_004108	FCN2
	FCN3
	FCP
	FCP1
NM_052938	FCRL1
NM_030764	FCRL2
NM_052939	FCRL3
	FCRL3-AS1
NM_031282	FCRL4
	FCRL4P1
NM_031281	FCRL5
NM_001004310	FCRL6
	FCRL6P1
NM_032738	FCRLA
NM_152378	FCRLB
NM_145059	FCSK
	FCT3A
NM_152997	FDCSP
	FDFT1
	FDH
NM_002004	FDPS
NG_005667	FDPSP1
NR_003262	FDPSP2
	FDPSP3
NG_007445	FDPSP4
NG_007446	FDPSP5
	FDPSP6
NG_009609	FDPSP7
NG_008746	FDPSP8
NG_008747	FDPSP9
NG_008745	FDPSP10
NM_004109	FDX1
NG_001117	FDX1P1
NG_001116	FDX1P2
	FDX2
	FDX2-ZGLP1
NM_138378	FDXACB1
NM_004110	FDXR
	FEB1
	FEB2
	FEB3
	FEB4
	FEB5
	FEB6
	FEB7
	FECD
	FECH
NG_001118	FECHP1
	FEM1A
NG_021994	FEM1AP1
	FEM1AP2
	FEM1AP3
	FEM1AP4
	FEM1B
NM_020177	FEM1C
NM_004111	FEN1
NG_005887	FEN1P1
NR_033925	FENDRR
	FEOM1
	FEOM2
	FEOM3
NM_005246	FER
	FER-AS1
	FER-AS2
NR_024377	FER1L4
NM_001077400	FER1L5
NM_001039112	FER1L6
NR_040044	FER1L6-AS1
	FER1L6-AS2
	FERD3L
NM_017671	FERMT1
NM_006832	FERMT2
NM_031471	FERMT3
NG_005390	FERP1
	FERRISR
NM_020374	FERRY3
NM_002005	FES
NM_014375	FETUB
	FEV
NM_005103	FEZ1
	FEZ2
NM_001024613	FEZF1
NR_036484	FEZF1-AS1
NM_018008	FEZF2
NM_005303	FFAR1
NM_005306	FFAR2
NM_005304	FFAR3
NM_181745	FFAR4
NM_000508	FGA
NM_005141	FGB
NM_004463	FGD1
NM_173558	FGD2
NM_033086	FGD3
NM_139241	FGD4
NM_152536	FGD5
NR_046251	FGD5-AS1
	FGD5P1
NM_018351	FGD6
NM_000800	FGF1
NM_002006	FGF2
NM_005247	FGF3
NM_002007	FGF4
	FGF5
NM_020996	FGF6
NM_002009	FGF7
	FGF7L
	FGF7P1
	FGF7P2
	FGF7P3
	FGF7P4
	FGF7P5
	FGF7P6
	FGF7P7
	FGF7P8
NM_006119, NM_033165	FGF8
	FGF9
NM_004465	FGF10
	FGF10-AS1
NM_004112	FGF11
NM_021032	FGF12
	FGF12-AS1
	FGF12-AS2
	FGF12-AS3
	FGF12B
NM_004114	FGF13
NR_038405	FGF13-AS1
	FGF14
	FGF14-AS1
NR_036487	FGF14-AS2
	FGF14-IT1
NM_003868	FGF16
NM_003867	FGF17
NM_033649, NM_003862	FGF18
NM_005117	FGF19
	FGF20
	FGF21
	FGF22
	FGF23
NM_005130	FGFBP1
NM_031950	FGFBP2
NM_152429	FGFBP3
	FGFBP3-AS1
	FGFR1
NM_015633	FGFR1OP2
	FGFR1OP2P1
NM_022976, NM_000141	FGFR2
NM_000142	FGFR3
NG_025930	FGFR3P1
NG_021799	FGFR3P2
NG_021985	FGFR3P3
NG_022229	FGFR3P4
NG_022502	FGFR3P5
NG_022833	FGFR3P6
	FGFR4
	FGFR6
NM_021923	FGFRL1
NM_021870	FGG
NM_001113411	FGGY
	FGGY-DT
NM_004467	FGL1
	FGL1-AS1
NM_006682	FGL2
NM_005248	FGR
	FGS1
	FGS2
	FGS3
	FGS5
NM_000143	FH
NM_052929	FHAD1
NR_148918	FHAD1-AS1
NM_033393	FHDC1
	FHDC1-AS1
NM_001109977	FHIP1A
	FHIP1A-DT
NM_032127	FHIP1B
NM_020940	FHIP2A
	FHIP2B
NM_002012	FHIT
NM_001449	FHL1
NR_027622	FHL1P1
	FHL2
NM_004468	FHL3
NM_020482	FHL5
	FHOD1
NM_025135	FHOD3
	FHP1
	FHP2
NM_032843	FIBCD1
	FIBCD1-AS1
NM_203371	FIBIN
NM_198897	FIBP
	FIC1
NM_007076	FICD
	FICP
NM_014845	FIG4
NM_001004311	FIGLA
	FIGLAP1
NM_018086	FIGN
NM_001042762	FIGNL1
NM_001013690	FIGNL2
NR_135803	FIGNL2-DT
NM_001289987	FILIP1
	FILIP1-AS1
NM_014890	FILIP1L
	FILIP1LP1
NR_038399	FILNC1
	FIM1
	FIM3
NM_030917	FIP1L1
	FIP1L1-AS1
NR_026975	FIRRE
NM_018186	FIRRM
NM_016068	FIS1
NM_203402	FITM1
NM_001080472	FITM2
NM_032836	FIZ1
NM_014344	FJX1
	FKBP1A
NR_037661	FKBP1A-SDCBP2
NR_024162	FKBP1AP1
NG_008623	FKBP1AP2
	FKBP1AP3
NG_006255	FKBP1AP4
NM_004116	FKBP1B
	FKBP1BP1
NM_001395980	FKBP1C
	FKBP1L
NM_004470	FKBP2
NM_002013	FKBP3
	FKBP4
	FKBP4P1
NG_021649	FKBP4P2
	FKBP4P3
	FKBP4P4
	FKBP4P5
NG_021617	FKBP4P6
NG_008628	FKBP4P7
NG_021618	FKBP4P8
	FKBP5
NM_003602	FKBP6
	FKBP6P1
	FKBP6P2
NM_181342	FKBP7
NM_012181	FKBP8
	FKBP8-AS1
NM_007270	FKBP9
NR_003949	FKBP9P1
NM_021939	FKBP10
NM_016594	FKBP11
NM_017946	FKBP14
	FKBP14-AS1
NM_015258	FKBP15
	FKBPL
	FKHL1
	FKHL2
	FKHL3
	FKHL4
	FKHL5
	FKHL6
	FKHL7
	FKHL8
	FKHL9
	FKHL10
	FKHL11
	FKHL12
	FKHL13
	FKHL14
	FKHL15
	FKHL16
	FKHL17
	FKHR
	FKHRL1
	FKHRL1P1
	FKHRP1
NM_024301	FKRP
NM_006731	FKTN
	FKTN-AS1
NM_139163	FLACC1
NM_025207	FLAD1
NM_144606	FLCN
NM_002016	FLG
	FLG-AS1
NM_001014342	FLG2
NM_002017	FLI1
NR_147988	FLICR
NM_002018	FLII
	FLN1
	FLN1L
	FLN2
	FLNA
NM_001457	FLNB
	FLNB-AS1
	FLNC
	FLNC-AS1
	FLOT1
NM_004475	FLOT2
	FLR
NM_013280	FLRT1
	FLRT2
	FLRT2-AS1
NM_013281	FLRT3
NM_002019	FLT1
	FLT1P1
	FLT2
	FLT3
	FLT3LG
	FLT4
NM_014053	FLVCR1
NR_027285	FLVCR1-DT
NM_017791	FLVCR2
NR_110552	FLVCR2-AS1
NM_032296	FLYWCH1
	FLYWCH1-AS1
	FLYWCH1L1
	FLYWCH1P1
NM_138439	FLYWCH2
NM_197964	FMC1
	FMC1-LUC7L2
NM_001103184	FMN1
NM_020066	FMN2
NG_026808	FMN2P1
NM_005892	FMNL1
	FMNL1-AS1
	FMNL1-DT
NM_052905	FMNL2
NM_175736	FMNL3
NM_002021	FMO1
	FMO1-AS1
NM_001460	FMO2
NM_006894	FMO3
NM_002022	FMO4
NM_001461	FMO5
XM_371326	FMO6P
NG_016467	FMO7P
	FMO8P
NR_002925	FMO9P
	FMO10P
NG_016468	FMO11P
NM_002023	FMOD
NM_002024	FMR1
NR_024499	FMR1-AS1
	FMR1-IT1
NM_152578	FMR1NB
	FMR3
NM_212476	FN1
	FN1-DT
NM_022158	FN3K
NM_024619	FN3KRP
	FNBP1
NM_017737	FNBP1L
	FNBP1P1
	FNBP1P2
	FNBP4
	FND
NM_032532	FNDC1
NR_121668	FNDC1-AS1
	FNDC1-IT1
	FNDC2
NM_014923	FNDC3A
NM_022763	FNDC3B
NG_026723	FNDC3CP
NM_022823	FNDC4
NM_153756	FNDC5
	FNDC6
NM_173532	FNDC7
NM_017559	FNDC8
NM_001001343	FNDC9
NM_001242659	FNDC10
NM_024059	FNDC11
NM_133372	FNIP1
NM_020840	FNIP2
	FNL1
NM_002027	FNTA
NG_005139	FNTAP1
NG_005138	FNTAP2
NM_002028	FNTB
	FNTBL1
	FNZ
NM_017794	FOCAD
	FOCAD-AS1
NM_004476	FOLH1
NM_153696	FOLH1B
	FOLH2
	FOLHP
NM_016725	FOLR1
	FOLR1-AS1
NG_005088	FOLR1P1
NM_000803	FOLR2
	FOLR2L
NM_000804	FOLR3
	FOLR3P1
NM_005252	FOS
	FOS-AS1
NM_006732	FOSB
NM_005438	FOSL1
	FOSL1P1
NM_005253	FOSL2
NR_103831	FOSL2-AS1
	FOX#
	FOXA1
	FOXA2
	FOXA3
	FOXB1
NM_001013735	FOXB2
	FOXC1
NM_005251	FOXC2
NR_125795	FOXC2-AS1
NR_125804	FOXCUT
NM_004472	FOXD1
	FOXD1-AS1
NM_004474	FOXD2
NR_026878	FOXD2-AS1
	FOXD3
NR_121634	FOXD3-AS1
NM_207305	FOXD4
NM_012184	FOXD4L1
	FOXD4L2
NM_199358	FOXD4L3
	FOXD4L4
NM_001126334	FOXD4L5
NM_001085476	FOXD4L6
	FOXE1
	FOXE2
NM_012186	FOXE3
NM_001451	FOXF1
	FOXF2
	FOXF2-AS1
	FOXF2-DT
	FOXG1
NR_125758	FOXG1-AS1
	FOXG1B
	FOXG1C
	FOXH1
NM_144769, NM_012188	FOXI1
NM_207426	FOXI2
NM_001135649	FOXI3
NM_001454	FOXJ1
NM_018416	FOXJ2
NM_014947	FOXJ3
	FOXK1
NM_004514	FOXK2
	FOXK2-AS1
NM_005250	FOXL1
	FOXL2
NM_001040061	FOXL2NB
NM_001374838	FOXL3
NR_164665	FOXL3-OT1
NM_021953	FOXM1
	FOXN1
NM_002158	FOXN2
NM_005197	FOXN3
NR_036500	FOXN3-AS1
NR_024620	FOXN3-AS2
	FOXN3-AS3
	FOXN3-AS4
	FOXN3P1
	FOXN3P2
NM_213596	FOXN4
NM_002015	FOXO1
NG_001120	FOXO1B
	FOXO3
NM_001368134	FOXO3B
NM_005938	FOXO4
NM_001291281	FOXO6
NR_135817	FOXO6-AS1
NM_032682	FOXP1
	FOXP1-AS1
	FOXP1-DT
	FOXP1-IT1
NM_014491	FOXP2
NM_014009	FOXP3
NM_138457	FOXP4
NR_126415	FOXP4-AS1
NM_033260	FOXQ1
NM_181721	FOXR1
NM_198451	FOXR2
NM_017547	FOXRED1
NM_024955	FOXRED2
NM_004118	FOXS1
	FPASL
	FPGS
	FPGT
	FPGT-TNNI3K
NM_002029	FPR1
NM_001005738	FPR2
NM_002030	FPR3
	FRA1A
	FRA1B
	FRA1C
	FRA1D
	FRA1E
	FRA1F
	FRA1G
	FRA1H
	FRA1I
	FRA1J
	FRA1K
	FRA1L
	FRA1M
NG_052019	FRA2A
	FRA2B
	FRA2C
	FRA2D
	FRA2E
	FRA2F
	FRA2G
	FRA2H
	FRA2I
	FRA2J
	FRA2K
	FRA3A
	FRA3B
	FRA3C
	FRA3D
	FRA4A
	FRA4B
	FRA4C
	FRA4D
	FRA4E
	FRA5A
	FRA5B
	FRA5C
	FRA5D
	FRA5E
	FRA5F
	FRA5G
	FRA6A
	FRA6B
	FRA6C
	FRA6D
	FRA6E
	FRA6F
	FRA6G
NG_052593	FRA7A
	FRA7B
	FRA7C
	FRA7D
	FRA7E
	FRA7F
	FRA7G
	FRA7H
	FRA7I
	FRA7J
	FRA8A
	FRA8B
	FRA8C
	FRA8D
	FRA8E
	FRA8F
	FRA9A
	FRA9B
	FRA9C
	FRA9D
	FRA9E
	FRA9F
NG_052564	FRA10A
NM_145246	FRA10AC1
NG_052670	FRA10B
	FRA10C
	FRA10D
	FRA10E
	FRA10F
	FRA10G
NG_052571	FRA11A
NG_052562	FRA11B
	FRA11C
	FRA11D
	FRA11E
	FRA11F
	FRA11G
	FRA11H
	FRA11I
NG_052570	FRA12A
	FRA12B
	FRA12C
	FRA12D
	FRA12E
	FRA13A
	FRA13B
	FRA13C
	FRA13D
	FRA14B
	FRA14C
	FRA15A
NG_052794	FRA16A
NG_052660	FRA16B
	FRA16C
	FRA16D
	FRA16E
	FRA17A
	FRA17B
	FRA18A
	FRA18B
	FRA18C
	FRA19A
	FRA19B
	FRA20A
	FRA20B
	FRA22A
	FRA22B
	FRAP
	FRAP2
	FRAS1
	FRAS1-AS1
NM_005479	FRAT1
NM_012083	FRAT2
NG_051583	FRAXA
	FRAXB
	FRAXC
	FRAXD
NG_052611	FRAXE
	FRAXF
	FRCL1
	FRDA2
NM_144966	FREM1
NM_207361	FREM2
	FREM2-AS1
NM_001168235	FREM3
NM_001080446	FREY1
NM_004477	FRG1
NR_149038	FRG1-DT
NR_003579	FRG1BP
	FRG1CP
	FRG1DP
	FRG1EP
	FRG1FP
	FRG1GP
	FRG1HP
	FRG1JP
	FRG1KP
NM_001005217	FRG2
NM_001080998	FRG2B
NM_001124759.1	FRG2C
NR_026980	FRG2DP
NR_037925	FRG2EP
NG_030115	FRG2FP
	FRG2GP
	FRG2HP
	FRG2IP
	FRG2JP
	FRG2KP
	FRG2LP
	FRG2MP
NR_133677	FRGCA
NM_002031	FRK
NM_024919	FRMD1
NM_174938	FRMD3
	FRMD3-AS1
NM_018027	FRMD4A
	FRMD4A-AS1
	FRMD4A-AS2
	FRMD4A-AS3
	FRMD4B
NM_032892	FRMD5
NM_152330	FRMD6
NR_037676	FRMD6-AS1
NR_047477	FRMD6-AS2
NM_194277	FRMD7
NM_031904	FRMD8
NR_033742	FRMD8P1
NM_014907	FRMPD1
NM_152428	FRMPD2
NR_033172	FRMPD2B
	FRMPD2P2
NM_032428	FRMPD3
	FRMPD3-AS1
NM_014728	FRMPD4
	FRMPD4-AS1
NM_001013660	FRRS1
NM_014334	FRRS1L
NM_006654	FRS2
NM_006653	FRS3
	FRV1
	FRV2
	FRV3
NM_023037	FRY
	FRY-AS1
	FRYL
	FRYL-DT
NM_001463	FRZB
NM_152379	FSAF1
NM_001256141	FSBP
NM_032135	FSCB
NM_003088	FSCN1
	FSCN1P1
NM_012418	FSCN2
NM_020369	FSCN3
NM_024333	FSD1
	FSD1CL
NM_207647	FSD1L
NM_001007122	FSD2
	FSGS1
	FSGS2
NM_000510	FSHB
	FSHD
	FSHMD1A
	FSHMD1B
	FSHR
NM_152597	FSIP1
NM_173651	FSIP2
NR_144453	FSIP2-AS1
	FSIP2-AS2
	FSIP2LP
	FSP
NM_013409	FST
NM_007085	FSTL1
NM_005860	FSTL3
NM_015082	FSTL4
	FSTL4-AS1
	FSTL4-AS2
	FSTL4-AS3
NM_020116	FSTL5
	FSTL5-AS1
NM_006657	FTCD
	FTCD-AS1
	FTCDNL1
	FTF
NM_002032	FTH1
NG_004768	FTH1P1
NR_002200	FTH1P2
NR_002201	FTH1P3
NG_004769	FTH1P4
	FTH1P5
	FTH1P6
NR_002202	FTH1P7
NR_002203	FTH1P8
	FTH1P9
NG_003028	FTH1P10
NR_002204	FTH1P11
NR_002205	FTH1P12
	FTH1P13
	FTH1P14
NG_007335	FTH1P15
XR_017932	FTH1P16
XM_372202	FTH1P19
NG_023542	FTH1P20
NG_001121	FTH1P21
NG_022736	FTH1P22
	FTH1P23
	FTH1P24
	FTH1P25
	FTH1P26
	FTH1P27
	FTH1P28
	FTH1P29
	FTH2
	FTHL6
	FTHL14
NM_031894	FTHL17
NR_171164	FTHL18P
	FTHP3
NM_000146	FTL
NG_001037	FTLP1
XR_017149	FTLP2
NG_002715	FTLP3
	FTLP4
	FTLP5
NG_021790	FTLP6
	FTLP7
	FTLP8
NG_022015	FTLP9
NR_015446	FTLP10
NG_023157	FTLP11
NG_022455	FTLP12
NG_022463	FTLP13
NG_022524	FTLP14
	FTLP15
NG_022590	FTLP16
	FTLP17
NG_022775	FTLP18
	FTLP19
	FTLP20
NM_177478	FTMT
	FTMT-DT
	FTNB
NM_001080432	FTO
NR_103838	FTO-IT1
NG_032565	FTOP1
	FTSJ1
	FTSJ3
NR_028379	FTX
	FTZF1
NM_003902	FUBP1
	FUBP3
NM_000147	FUCA1
NG_001122	FUCA1P1
NM_032020	FUCA2
NM_173794	FUNDC1
NM_023934	FUNDC2
NG_005087	FUNDC2P1
NR_003663	FUNDC2P2
NG_022375	FUNDC2P3
	FUNDC2P4
NM_198472	FUOM
	FUR
NM_002569	FURIN
NM_004960	FUS
	FUSE
	FUSIP2
NM_000148	FUT1
NM_000511	FUT2
NM_000149	FUT3
NM_002033	FUT4
NM_002034	FUT5
NM_000150	FUT6
NM_004479	FUT7
NM_004480	FUT8
NR_024334	FUT8-AS1
NM_006581	FUT9
NM_025129	FUZ
NM_000144	FXN
	FXNP1
	FXNP2
	FXR1
	FXR2
NM_021902	FXYD1
NM_021603	FXYD2
NM_021910	FXYD3
NM_173160	FXYD4
NM_014164	FXYD5
NM_022003	FXYD6
	FXYD6-AS1
	FXYD6-FXYD2
	FXYD6P1
	FXYD6P2
NG_009946	FXYD6P3
NM_022006	FXYD7
NM_001465	FYB1
NM_001004303	FYB2
NM_024513	FYCO1
	FYN
NM_032288	FYTTD1
NG_012326	FYTTD1P1
NM_003505	FZD1
NM_001466	FZD2
NM_145866	FZD3
NM_012193	FZD4
NR_038905	FZD4-DT
NM_003468	FZD5
NM_003506	FZD6
NM_003507	FZD7
NM_031866	FZD8
	FZD9
	FZD10
	FZD10-AS1
NM_016263	FZR1
	G1P1
NM_017769	G2E3
	G2E3-AS1
NG_028742	G2E3P1
NM_005754	G3BP1
NG_023611	G3BP1P1
NM_012297	G3BP2
NM_000151	G6PC1
NM_021176	G6PC2
NM_138387	G6PC3
NM_000402	G6PD
	G6PDL
	G6PR
	G6PT
	G6PT2
	G6PT3
	G7P1
	G10P1
	G10P2
	G13P1
	G17P1
	GAA
NM_002039	GAB1
NM_080491	GAB2
NM_001081573	GAB3
NM_001037814	GAB4
	GABARAP
	GABARAPL1
	GABARAPL1-AS1
NM_007285	GABARAPL2
NR_028287	GABARAPL3
	GABBR1
	GABBR2
NM_002040	GABPA
NG_007342	GABPAP
	GABPB1
NR_024490	GABPB1-AS1
NR_026891	GABPB1-IT1
NM_144618	GABPB2
NM_000806.5	GABRA1
	GABRA2
	GABRA2-AS1
NM_000808	GABRA3
	GABRA3-AS1
	GABRA4
	GABRA4-AS1
	GABRA5
	GABRA6
	GABRA6-AS1
	GABRB1
	GABRB2
	GABRB3
NM_000815	GABRD
NM_004961, NM_021990, NM_021984	GABRE
NM_173536	GABRG1
	GABRG2
	GABRG3
NR_120343	GABRG3-AS1
	GABRG3-AS2
NM_014211	GABRP
NM_018558	GABRQ
	GABRR1
	GABRR2
	GABRR3
NR_126369	GACAT1
NR_120598	GACAT2
NR_126559	GACAT3
	GAD1
	GAD1-AS1
NM_000818	GAD2
	GAD3
	GAD3P
NM_001924	GADD45A
	GADD45AP1
NM_015675	GADD45B
NM_006705	GADD45G
NM_052850	GADD45GIP1
NM_207359	GADL1
NM_001468	GAGE1
	GAGE2A
NM_001098411	GAGE2B
NM_001472	GAGE2C
NM_001098407	GAGE2D
NM_001127200	GAGE2E
	GAGE3
NM_001474	GAGE4
NM_001475	GAGE5
NM_001476	GAGE6
NM_021123	GAGE7
NM_012196	GAGE8
NM_001098413	GAGE10
	GAGE12B
	GAGE12C
	GAGE12D
	GAGE12E
	GAGE12F
	GAGE12G
	GAGE12H
	GAGE12I
NM_001098406	GAGE12J
	GAGE13
	GAGEC2
	GAGED4
NM_005255	GAK
	GAK-AS1
NM_001479	GAL
NM_004861	GAL3ST1
NM_022134	GAL3ST2
	GAL3ST2-AS1
NM_033036	GAL3ST3
NM_024637	GAL3ST4
	GALC
NM_000403	GALE
	GALK1
	GALK2
NM_138801	GALM
	GALM-AS1
	GALN
	GALNR
	GALNS
NM_020474	GALNT1
NM_004481	GALNT2
NM_004482	GALNT3
NM_003774	GALNT4
NM_014568	GALNT5
NM_007210	GALNT6
NM_017423	GALNT7
	GALNT7-AS1
NR_134241	GALNT7-DT
NM_017417	GALNT8
NM_001122636	GALNT9
NR_024563	GALNT9-AS1
NM_198321	GALNT10
NM_022087	GALNT11
NM_024642	GALNT12
NM_052917	GALNT13
NR_161181	GALNT13-AS1
NM_024572	GALNT14
NM_054110	GALNT15
NM_001168368	GALNT16
	GALNT16-AS1
NM_022479	GALNT17
NM_198516	GALNT18
	GALNT18-AS1
NM_145292	GALNTL5
NM_001034845	GALNTL6
NR_125894	GALNTL6-AS1
	GALNTL6-AS2
	GALNTL6-AS3
NM_033106	GALP
	GALR1
	GALR2
	GALR3
NM_000155	GALT
NM_138924	GAMT
NG_007653.2	GAMTP1
	GAMTP2
	GAN
NM_198334	GANAB
NM_198141	GANC
NM_002045	GAP43
NM_002046	GAPDH
	GAPDH-AS1
	GAPDH-DT
	GAPDHL2
	GAPDHL5
NG_001123	GAPDHP1
	GAPDHP2
	GAPDHP14
	GAPDHP15
	GAPDHP16
NG_002925	GAPDHP17
	GAPDHP18
NG_002924	GAPDHP19
NG_009347	GAPDHP20
NG_009342	GAPDHP21
NG_011332	GAPDHP22
NG_009339	GAPDHP23
NG_009350	GAPDHP24
NG_006131	GAPDHP25
NG_009355	GAPDHP26
NG_009337	GAPDHP27
NG_009344	GAPDHP28
NG_009349	GAPDHP29
NG_009345	GAPDHP30
NG_009353	GAPDHP31
NG_011343	GAPDHP32
NG_009336	GAPDHP33
NG_011461	GAPDHP34
NG_009340	GAPDHP35
NG_016486	GAPDHP36
NG_006079	GAPDHP37
NG_009334	GAPDHP38
NG_009351	GAPDHP39
NG_009333	GAPDHP40
NG_007298	GAPDHP41
NG_009328	GAPDHP42
NG_009331	GAPDHP43
NG_009335	GAPDHP44
NG_009343	GAPDHP45
NG_009348	GAPDHP46
NG_009352	GAPDHP47
NG_009354	GAPDHP48
NG_023664	GAPDHP49
NG_025600	GAPDHP50
NG_026939	GAPDHP51
NG_024895	GAPDHP52
NG_025000	GAPDHP53
NG_025009	GAPDHP54
NG_025379	GAPDHP55
NG_025161	GAPDHP56
NG_023572	GAPDHP57
NG_009338	GAPDHP58
	GAPDHP59
NG_003011	GAPDHP60
	GAPDHP61
	GAPDHP62
	GAPDHP63
	GAPDHP64
	GAPDHP65
	GAPDHP66
NG_006127	GAPDHP67
	GAPDHP68
NG_009332	GAPDHP69
NG_007004	GAPDHP70
NG_003027	GAPDHP71
NG_009329	GAPDHP72
	GAPDHP73
	GAPDHP74
	GAPDHP75
	GAPDHP76
	GAPDHP77
NM_014364	GAPDHS
	GAPDL5
NR_110429	GAPLINC
NM_152687	GAPT
	GAPVD1
	GAR1
NR_186620	GAR1-DT
NM_022751	GAREM1
NM_001168241	GAREM2
	GARIN1A
NM_032599	GARIN1B
NM_173526	GARIN2
NM_130899	GARIN3
NG_023885	GARIN3P1
NM_153606	GARIN4
	GARIN5A
NM_001145402	GARIN5B
NM_153364	GARIN6
NM_032293	GARNL3
NM_014686	GARRE1
NM_002047	GARS1
NR_038889	GARS1-DT
	GARS1P1
NM_000819	GART
NM_002048	GAS1
NR_049794	GAS1RR
NM_177553	GAS2
NM_006478	GAS2L1
	GAS2L1P1
NR_002942	GAS2L1P2
NM_139285	GAS2L2
NM_174942	GAS2L3
NR_002578	GAS5
NR_037605	GAS5-AS1
NM_000820	GAS6
	GAS6-AS1
NR_044993	GAS6-DT
NM_003644, NM_201432, NM_201433	GAS7
NR_122031	GAS8-AS1
NR_149020	GASAL1
NM_001129908	GASK1A
NM_001031700, NM_016613	GASK1B
	GASK1B-AS1
	GAST
NM_002049	GATA1
NM_032638	GATA2
	GATA2-AS1
NM_001002295	GATA3
NR_104327	GATA3-AS1
NM_002052	GATA4
NM_080473	GATA5
NM_005257	GATA6
NR_102763	GATA6-AS1
	GATA6-AS2
NM_021167	GATAD1
NM_017660	GATAD2A
NM_020699	GATAD2B
	GATB
	GATB-AS1
NM_176818	GATC
NM_182612	GATD1
NR_126342	GATD1-DT
NM_004649	GATD3
	GATD3B
NM_001482	GATM
	GATM-AS1
	GATSL1
NR_110112	GAU1
	GAX
NM_000157	GBA1
NR_002188.2	GBA1LP
NM_020944	GBA2
	GBA3
	GBA3-AS1
	GBD2
	GBD3
	GBE1
	GBF1
NM_021996	GBGT1
NM_002053	GBP1
NR_003133	GBP1P1
NM_004120	GBP2
NM_018284	GBP3
NM_052941	GBP4
NM_052942	GBP5
NM_198460	GBP6
NM_207398	GBP7
	GBX1
NM_001485	GBX2
	GBX2-AS1
	GC
NM_012198	GCA
	GCASPC
NM_014291.2	GCAT
	GCATP1
	GCAWKR
NM_024523	GCC1
NM_014635	GCC2
	GCC2-AS1
	GCDH
	GCF1
NM_003203	GCFC2
NM_002054	GCG
NM_000160	GCGR
	GCH1
NM_005258	GCHFR
NM_000162	GCK
NM_001486	GCKR
	GCLC
	GCLC-AS1
NM_002061	GCLM
	GCM1
NG_024177	GCM1P1
	GCM2
NM_006836	GCN1
	GCNA
	GCNAP1
	GCNF
NM_001097634	GCNT1
NG_001039	GCNT1P1
NG_021841	GCNT1P2
NG_022287	GCNT1P3
NG_022356	GCNT1P4
NG_022567	GCNT1P5
NM_145649	GCNT2
	GCNT2P1
NM_004751	GCNT3
